Column1,BL record ID,Title,Standardised title,Other titles,Composer,Composer life dates,Other names,Publication date (standardised),Country of publication,Place of publication,Publisher,Notes,Contents,Subject/genre terms
953,4468725,Il primo libro de madrigali a quatro voci,Madrigals. voices (4). book 1,,Orlando di Lasso,1532-1594,"Amadino, Ricciardo [printer] ; Borghese, Marco Antonio, principe [former owner] ; Lockenburg, Johannes [composer] ; Nola, Gian Domenico del Giovane da [composer] ; Porta, Costanzo [composer] ; Roussel, François [composer] ; Vincenti, Giacomo [printer]",1584,Italy,Venice,"Giacomo Vincenzi, & Ricciardo Amadino, compagni","Transcription of colophon: In Venetia Appresso Giacomo Vincenci, & Ricciardo Amadino compagni, / M D LXXXIIII ; Collection of madrigals and canzoni in four parts (SATB) ; All four-part works except for some stanzas of ‘Sovra una verde riva’, which are in three parts ; With table of contents in alphabetical order, separating madrigals and canzoni ; Same contents as RISM B/I 1560/17, 1562/17, 1562/18, 1565/14, 1569/27, 1569/28, 1576/6, 1581/8, and 1582/10 ; Transcribed title page from canto part book: DI ORLANDO DI LASSVS / IL PRIMO LIBRO DE MADRIGALI A QVATRO VOCI / Nouamente con ogni diligentia ristampati. / IN VENETIA / 1584 ; Copy at A.338.e. Digitised score at http://purl.org/rism/BI/1584/8 ; Copy at A.338.e. Canto (16 leaves) Alto (16 leaves) Tenore (16 leaves) Basso (16 leaves); original foliation: Canto: [i], 1-13, 13, 15-30, [31] Alto: [i], 1-30, [31] Tenore: [i], 1-30, [31] Basso: [i], 1-13, 13, 15-30, [31]; paper dimensions: 152 x 205 mm","Per pianto la mia carne si distilla / Orlando di Lassus -- Vivo sol di speranza rimembrando / Orlando di Lassus -- Giovane donna i vaghi’e dolc’accenti -- Queste non son piu lagrime / Orlando di Lassus -- Canzon d’Orlando. Del freddo Rheno alla sinistra riva (seconda stanza: Ch’il credera perche lo dica’il sole; terza stanza: Rottava et e pur ver di puro foco; quarta stanza: Si fe cristallo il fium’e’n tale stato; quinta stanza: Et io qual fui restai senza la voce; sesta & ultima stanza: Hor su la nuda terr’hora su l’herbe) / Orlando -- Appariran per me le stell’in cielo / Orlandi di Lassus -- Non vi vieto per questo ch’avrei torto / Orlando di Lassus -- Donna s’amor e’in voi summo desio / Giovanni Lochemburgo -- Quanto’il mio duol senza conforto sia / Orlando di Lassus -- Quel si grave dolore ch’io senti nell’accerba mia partita / Giovanni Lochemburgo -- Se vi fur’ & vi son’ & saran sempre (risposta: S’in voi puo dirsi’haver posto cortesi) / Giovanni Lochemburgo -- Donna gentil l’alma bellezza vostra / Giovanni Lochemburgo -- Quando da voi madonna son lontano / Giovan Dominico de Nola -- Perch’io veggio e mi spiace / Orlando di Lassus -- Vatene lieta homai coppia d’amici / Orlando di Lassus ; Canzon. Prima stanza. Sovra una verde riva (seconda stanza: Apri l’uscio per tempo) (terza stanza, a3: Valli vicini e rupi) (quarta stanza: Nascan herbett’et fiori) (quinta stanza, a3: In questo dì giocondo) (sesta stanza: Mentre per questi monti) (ultima stanza: Per cortesia canzon) / D’incerto -- Canzon. Prima parte. Giovane donna (seconda stanza: All’hor saranno i miei pensier) (terza stanza: Ma perche vola il tempo) (quarta stanza: Non fur giamai veduti) (quinta stanza: Itemo di cangiar) (sesta, & ult. stanza: Dentro pur foco) / Francesco Rosselli -- Se ben l’empia mia sorte / Orlando di Lassus -- Del mio navigar / Costanzo porta","Madrigals, Italian"
954,4468726,Il primo libro di madrigali a quattro voci,Madrigals. voices (4). libro 1,,Orlando di Lasso,1532-1594,"Hoste, da Reggio [composer] ; Gardano, Angelo [printer] ; Lockenburg, Johannes [composer] ; Nola, Gian Domenico del Giovane da [composer] ; Porta, Costanzo [composer] ; Roussel, François [composer]",1592,Italy,Venice,Angelo Gardano,"Collection of madrigals and canzoni in four parts (SATB), with table of contents ('Tavolla delli madrigali') separating madrigals and canzoni. All four-part works, except for some stanzas of 'Sovra una verde riva', which are in three parts. 'Non vi vieto per questo', here assigned to Lassus, is elsewhere attributed to Hoste da Reggio ; Same contents as RISM B/I, 1560 ¹⁷ ; Transcribed title page from alto part book: DI ORLANDO DI LASSVS / IL PRIMO LIBRO DI MADRIGALI / A QVATTRO VOCI. / Nouamente con ogni diligenza Ristampati. / In Venetia Appresso Angelo Gardano. / M. D. LXXXXII ; Transcribed from bassus part book: Venetijs Apud Angelum Gardanum ; Copy at A.338.d. Digitised score at http://purl.org/rism/BI/1592/18 ; Copy at A.338.d. Alto (16 leaves), Basso (16 leaves); original pagination: Alto: [i], 1-30, [31], Basso: [i], 1-30, [31]; paper dimensions: 146 x 210 mm",Per pianto la mia carne (Seconda parte: Vivo sol di speranza) / Orlando di Lassus -- Queste non son piu lagrime / Orlando di Lassus -- Canzon (Prima stanza: Del freddo Rheno) (Seconda stanza: Ch’il crederà) (Terza stanza: Rottava & è pur ver) (Quarta stanza: Si fe cristallo al fiume) (Quitna (sic) stanza: Et io qual fui restai) (Sesta & ultima stanza: Hor su la nuda terra) / Orlando -- Appariran per me le stell’in cielo / Orlando di Lassus -- Non vi vieto per questo / Orlando di Lassus -- Donna s’amor é in voi / Giovanni Lochemburgo -- Quanto’l mio duol / Orlando di Lassus -- Quel si grave dolore / Giovanni Lochemburgo -- Se vi fur’& vi sono (Risposta) S’in voi puo dirsi / Giovanni Lochemburgo -- Donna gentil / Giovanni Lochemburgo -- Quando da voi Madonna / Gio. Dominico de Nola -- Perch’io veggio e mi spiace / Orlando di Lassus -- Vatene lieta homai / Orlando di Lassus -- Canzon. Prima stanza: Sovra unà verde riva (seconda stanza: Apri l’uscio per tempo) (terza stanza a3: Valli vicini e rupi) (quarta stanza: Nascan herbett’e fiori) (quinta stanza a3: In questo dì giocondo) (sesta stanza: Mentre per questi monti) (Per cortesia canzon) -- Canzon. Prima stanza: Giovane donna (seconda stanza: All’hor saran i mei pensieri) (terza stanza: Ma perche vola’l tempo) (quarta stanza: Non fur giammai veduti) (quinta stanza: I temo di cangiar) (sesta & ultima stanza: Dentro pur foco) / Francesco Roscelli -- Occhi piangete accompagnate il core -- Orlando di Lassus -- Se ben l’empia mia sorte / Orlando di Lassus -- O del mio navigar / Constantio Porta,"Madrigals, Italian"
955,4468727,"Di Orlando di Lassus il Primo Libro di Madrigali a cinque Voci, nouamente per Antonio Gardano ristampato. Cantus. (Altus.) (Tenor.) (Bassus.) (Quintus.)",Madrigals,,Orlando di Lasso,1532-1594,,1557,Italy,Venice,Antonio Gardano,,,
956,4468728,Il secondo libro di madrigali a cinque voci,Madrigals. voices (5). book 2,,Orlando di Lasso,1532-1594,"Animuccia, Paolo [composer] ; Barré, Antonio [composer] ; Gardane, Antonio [printer] ; Vidue, Hector [composer]",1559,Italy,Venice,Antonio Gardano,"Collection of madrigals in five parts ; Previous edition: RISM B/I 1557/22 ; Transcribed title page from canto part book: DI ORLANDO DI LASSVS / IL SECONDO LIBRO DI MADRIGALI / A cinque Voci, Nouamente per Antonio Gardano stampato. / A CINQVE VOCI / In Venetia Apreßo di / Antonio Gardano. / 1559 ; With a table of contents in the Alto, Tenore and Quinto part books ; Copy at A.338.a. Digitised score at http://purl.org/rism/BI/1559/22 ; Copy at A.338.a. CANTO (12 leaves), ALTO (12 leaves), TENORE (12 leaves), BASSO (12 leaves), QVINTO (12 leaves); original pagination: Canto: [i-ii], 1-22, Alto: [i-ii], 1-22, Tenore: [i-ii], 1-22, Basso: [i-ii], 1-22, Quinto: [i-ii], 1-22; paper dimensions: 145 x 205 mm",CANZON. Standomi un giorno (seconda parte: Indi per alto mar) (terza parte: In un boschetto) (quarta parte: Chiara fontana) (quinta parte: Una strania Fenice) (sesta part: Al fin vidd’io) / Orlando di Lassus -- Mentre fioriv’amor (seconda parte: Cosi aspettando) / Orlando di lassus -- Vostro fui vostro son / Orlando di Lassus -- Quel chiaro sol (seconda parte: Che se la vers’) / Orlando di Lassus -- Quanto piu v’am’ogn hor (seconda parte: Nasca’in me dunq’ogn’hor nuovo desio) / Antonio Barre -- Evro gentil se d’amoroso ardore (seconda parte: Et in sembiante) / Orlando di lassus -- Volgi cor mio la tua speranza (seconda parte: Et a noi restara) / Orlando di lassus -- Ben si vedrà se la nemica mia / Hector Vidue -- Questi ch’inditio fan / Orlando di Lassus -- In dubbio di mio / Paulo Animuccia -- In qual parte del ciel (seconda parte: Per divina bellezza) / Orlando di Lassus -- Io son si stanco sotto il grave peso (seconda parte: Hora per far) / Orlando di Lassus -- Candid’allhor del ciel / Orlando di Lassus,"Madrigals, Italian"
957,4468729,Il secondo libro de madrigalli a cinque voci : Di Orlando di Lassus. Novamente ristampati,Madrigals. voices (5). book 2,Standomi un giorno ; Mentre fioriv’ amor ; Vostro fui vostro son ; Quel chiaro sol che ; Quando piu ; Euro gentil se ; Volgi cor mio la tua ; Ben si vedra se la nemica mia ; Questi ch’inditio fan ; In dubbio di mio ; In qual parte del ciel ; Io son si stanco sotto il grave peso ; Candid’allhor del ciel sces’angioletta,Orlando di Lasso,1532-1594,"Barré, Antonio ; Vidue, Hettor ; Animuccia, Paolo ; Scotto (Firm) [publisher]",1573,Italy,Venice,Girolamo Scotto,"Collection of madrigals for five voices (SATB5). The first work is a Canzona ; Title from Quinto part book title page ; With table of contents ; Transcribed title from Quinto part book: QVINTO / DI ORLANDO DI LASSVS / IL SECONDO LIBRO DE / MADRIGALLI A CINQVE VOCI, / Nuouamente ristampati. / IN VINEGIA, / APPRESSO GIROLAMO SCOTTO, / MLDXXIII ; Copy at D.20.b. Qvinto: 12 leaves ([1], 2-23, [24]); paper dimensions: 207 x 150 mm",Stadomi vn giorno solo alla fenestra (seconda parte: Indi per alto mar vidi vna nave; terza parte: In vn boschetto nouo i rami santi; quarta parte: Chiara fontana in quel medesmo bosco; quinta parte: Una strania fenice ambe due l’ale; sesta parte: Al fin vid’io per entro i fiori l’herba) -- Mentre fioriu’amor l’alta mia speme (seconda parte: Cosi aspettando da te ingrat’andai) -- Vostro fui vostro son & saro vostro -- Quel chiaro sol che tragge indi lontano (seconda parte: Che se la vers’ond’a noi mena il giorno) -- Quando piu v’am’ogn’hor piu bella sete (seconda parte: Nasca in me dunqu’ogn’hor nuouo desio) -- Evro gentil se d’amoroso ardore (seconda parte: Et in sembiante riuerente e humile) -- Volgi cor mio la tua speranza homai (seconda parte: Et a noi restara fra sdegni et ire) -- Ben si vedrà se la nemica mia / Hector Vidue -- Questi ch’inditio fan del mio tormento -- [In dubbio di mio stat’hor piange] hor canto / Paulo Animuccia -- In qual parte del ciel in qual idea (secunda parte: Per diuina bellezza indarno mira) -- Io son si stanco sotto il graue peso (seconda parte: Hora per far le mie dolcezz’amare) -- Candida all’hor dal ciel sces’angioletta,
958,4468730,"Di Orlando Lasso ... Libro quarto de Madrigali a Cinque Voci, da lui Nouamente in Germania composti, etc. <Canto. - Alto. - Tenore. - Basso. - Quinto.> [Parts.]",Madrigals,,Orlando di Lasso,1532-1594,,1567,Italy,Venice,Antonio Gardano,"This work contains compositions by Lasso, G. Lochemburgo, G. D. di Nola, F. Rosselli and C. Porta",,
959,4468731,"Di Orlado [sic] Lasso ... Il Quarto Libro de Madrigali à Cinque Voci, Nouamente ... ristampati. Canto. (Alto.) (Tenore.) (Basso.) (Quinto.)",Madrigals,,Orlando di Lasso,1532-1594,,1593,Italy,Venice,Angelo Gardano,,,
960,4468732,"Madrigali nouamente composti a cinque uoci, etc. Cantus. (Altus.) (Tenor.) (Bassus.) (Quinta Vox.)",Madrigals,,Orlando di Lasso,1532-1594,,1585,Germany (East),Nuremberg,Katharina Gerlachin,"The Tenor is imperfect, wanting sheet A",,
961,4468733,"Madrigali: a Quattro, Cinque et Sei Voci, novamente composti, etc. Tenor",Madrigals,,Orlando di Lasso,1532-1594,,1587,Germany (East),Nuremberg,Katharina Gerlachin,,,
981,4470115,Il Lauro secco : libro primo di madrigali a cinque voci,,"Mentre l’aura spirò nel verde ; O de l’anima mia gioia infinita ; Io pensai dolce e grato ; Moui il tuo plettro Apollo ; Hor fuggi infidele ; Me pur stato dal core ; Se’lauro e sempre verde ; O in primavera eterna ; Tra mille, e più arbor scelli ; Nel foco d’un bel laure ; A piè d’un lauro ; Fiamma, c’hai nel petto ; Mentre il lauro gentil ; Con l’aura de sospir ; In vano ascondi il vero ; Dal mio bel lauro amore ; Arsi mentre à voi piacque ; Chi ama vive in core ; Però, se coronato, e trionfante ; Sei tu quel lauro ; Come hor la terra a nove herbette ; T’amai frondosa pianta ; Secco è l’arbor gentile ; Amor con l’arbor mio secca ; Fummo felici un tempo ; Gia non mi maraviglio ; Fu’l lauro sempre verde ; Giusto disdegno amore ; Lauro, ohime, lauro ingrato ; Goditi pur novo Terren quel lauro ; Quel lauro che fù in me già così verde",,,"Baldini, Vittorio [publisher] ; Marenzio, Luca ; Fiorini, Ippolito ; Porta, Costanzo ; Bertani, Lelio ; Wert, Giaches de ; Eremita, Giulio ; Luzzaschi, Luzzasco ; Gabrieli, Andrea ; Milleville, Alessandro ; Giovannelli, Ruggiero ; Isnardi, Paolo ; Massaino, Tiburtio ; Merulo, Claudio ; Striggio, Alessandro ; Zoilo, Annibale ; Alberti, Innocentio ; Virchi, Paolo ; Manara, Francesco ; Dall’Occa, Alberto ; Peruve, Nicolas ; Fronti, Vincenzo ; Spontone, Bartolomeo ; Mosto, Giovanni Battista ; Belli, Girolamo ; Vecchi, Orazio ; Ingegneri, Marc Antonio ; Stabile, Annibale ; Pigna, Francesco ; Bardi, Giovanni de', conte di Vernio ; Macque, Giovanni de",1582,Italy,Ferrara,Vittorio Baldini,"Collection of Italian madrigals in five parts (SATB5). The final piece ‘Quel lauro’ is for ten voices ; Title from Quinto part book title page ; Transcribed title from Quinto part book: QVINTO / IL LAVRO SECCO / Libro Primo / DI MADRIGALI / A CINQVE VOCI / DI DIVERSI AVTORI. / IN FERRARA, Per Vittorio Baldini. 1582 ; Pagination: Quinto: [1], 2–32 f.; Basso: [1], 3, 5–12 f ; Copy at D.156. QVINTO (32 leaves); Basso (10 leaves); paper dimensions: 219 x 162 mm","Mentre l’aura spirò nel verde / Luca Marrentio -- O de l’anima / Hippolito Fiornino -- Io pensai dolce, e grato / Costanzo Porta -- Moui il tuo plettro Apollo / Lelio Bertani -- Hor fuggi infidel’ombra / Giaches d’VVert -- Me pur stato dal core / Giulio Eremita -- Se’lauro e sempre verde / Luzzasco Luzzaschi -- In primauera eterna / Andrea Gabrieli -- Tra mille, e più arbor scelli / Alessandro Milleuille -- Nel foco d’un bel laure / Ruggiero Giouannelli -- A piè d’un lauro / Paolo Isnardi -- La fiamma, c’hai nel petto / Tiburtio Massaini -- Mentre il lauro gentil / Claudio da Correggio -- Con l’aura de sospir / Alessandro Striggio -- In vano ascondi il vero / Annibal Zoilo -- Dal mio bel lauro Amore / Innocentio Alberti -- Arsi mentre à voi piacque / Paolo Virchi -- Chi ama, viue in core / Francesco Manara -- Però, se coronato, e trionfante / Alberto da l’Occa -- Sei tu quel lauro / Nicolo Peruue -- Come hor la terra a noue herbette / Vincenzo Fronti -- T’amai frondosa Pianta / Bartolomeo Spontone -- Secco è l’arbor gentile / Gio. Battista Mosto -- Amor, con l’arbor mio secca / Girolamo Belli -- Fummo felici un tempo / Horatio Vecchi -- Gia non mi marauiglio / Marc Antonio Ingegnieri -- Fu’l lauro sempre verde / Annibal Stabile -- Giusto disdegno Amore / Del S. Francesco Pigna -- Lauro, ohime, lauro ingrato / Dell Illustre S. Giouanni Bardi -- Goditi pur nouo Terren quel lauro / Giouanni di Macque -- Qvel lauro, che fù in me già così verde / Luca Marentio","Madrigals, Italian--16th century"
982,4470116,"Il Lauro verde, madrigali à sei voci",,,,,"Baldini, Vittorio [printer] ; Bellasio, Paolo [composer] ; Bertani, Lelio [composer] ; Cavaccio, Giovanni [composer] ; Corfini, Jacopo [composer] ; Fiorini, Ippolito [composer] ; Giovannelli, Ruggiero [composer] ; Isnardi, Paolo [composer] ; Locatello, Giovanni Battista [composer] ; Luzzaschi, Luzzasco [composer] ; Macque, Giovanni de [composer] ; Marenzio, Luca [composer] ; Meldert, Leonardo [composer] ; Milleville, Alessandro [composer] ; Mira, Leandro [composer] ; Monte, Philippe de [composer] ; Moscaglia, Giovanni Battista [composer] ; Nanino, Giovanni Maria [composer] ; Nicoletti, Filippo [composer] ; Orlandini, Antonio [composer] ; Peruve, Nicolas [composer] ; Porta, Costanzo [composer] ; Pratoneri, Gaspero [composer] ; Rovigo, Francesco [composer] ; Roy, Bartolomeo [composer] ; Ruotta, Andrea [composer] ; Soriano, Francesco [composer] ; Stabile, Annibale [composer] ; Trombetti, Ascanio [composer] ; Vecchi, Orazio [composer] ; Virchi, Paolo [composer] ; Wert, Giaches de [composer]",1583,Italy,Ferrara,Vittorio Baldini,"Collection of Italian madrigals in six parts (SATB56), with table of authors at the end ; Transcribed title page from quinto part book: IL LAVRO VERDE, / MADRIGALI / À SEI VOCI / di diuersi Autori / IN FERRARA, / Per Vittorio Baldini. 1583 ; Copy at D.155. Digitised score at http://purl.org/rism/BI/1583/10 ; Copy at D.155. Quinto (34 leaves); original foliation: Quinto: [1], 2-34 f.; paper dimensions: 213 x 152 mm","Bianchi Cigni, e canori (seconda parte: Alzate il novo Lauro oltra le stelle; terza parte: Guidate dolci, & amorosi balli) / Luca Marentio -- Cresci, pianta novella / Costanzo Porta -- Già primavera di vari colori / Giovan Battista Lucatello -- Io vidi Amor con pargoletta mano / Giovanni di Macque -- Verde Lauro è’l mio core / Filippo di Monte -- Cresci, bel, verde Alloro / Leonardo Meldert -- La giovinetta scorza / Lelio Bertani -- Chi vuol veder nel verde / Antonio Orlandini -- Da i puri loro, e limpidi cristalli / Gio: Maria Nanino -- Ninfe leggiadre, e voi almi Pastori / Giaches VVert -- Verder Lauro gentil gradito in Cielo / Annibal Stabile -- Liete le Muse à l’ombra / Francesco Rovigo -- Ecco il bel Lauro verde / Luzzasco Luzzaschi -- Dal mio Lauro novello / Spirto da Reggio -- Da questo novo Lauro Prendon le verdeggianti / Francesco Soriano -- Pianta gentil, che co’ bei rami ascendi / Nicoló Peruve -- Spargan Flora, e Giunon tranquille / Ruggiero Giovanelli -- Verdi piagge, fiorite, Cui sempre intorno gira / Bartolomeo Roy -- Lascian le fresche linfe / Horatio Vecchi -- Laura, che’l verde Lauro, e l’aurea spoglia / Ascanio Trombetti -- Tra verdi rami d’un novello Alloro / Hippolito Fiorino -- Felice primavera Di bei pensier fiorisce nel mio core / Paolo Virchi -- Mentr’io fuggia schernito / Alessandro Milleville -- Del secco incolto Lauro / Gio. Battista Moscaglia -- Cari, leggiadri, & amorosi augelli / Paolo Isnardi -- Amor, se, tua mercè, d’un secco Lauro / Jacopo Corfini -- D’un novo, e verde Lauro / Gioanni Cavaccio -- Come il Lauro non perde / Leandro Mira -- Amor, che vide un giorno / Paulo Bellasio -- Sovra le verdi chiome / Andrea Ruotta -- Quanto felici sete Leggiadretti pastori / Filippo Nicoletti","Madrigals, Italian"
983,4470117,Il Lauro verde : Madrigali a sei voci,,"Madrigals ; Cresci, pianta novella ; Già primavera di vari colori ; Io vidi Amor con pargoletta mano ; Chi vuol veder nel verde ; Verder Lauro gentil gradito in Cielo ; Liete le Muse à l’ombra ; Ecco il bel Lauro verde ; Dal mio Lauro novello ; Da questo novo Lauro Prendon le verdeggianti ; Pianta gentil, che co’ bei rami ascendi ; Spargan Flora, e Giunon tranquille ; Verdi piagge, fiorite, Cui sempre intorno gira ; Lascian le fresche linfe ; Laura, che’l verde Lauro, e l’aurea spoglia ; Tra verdi rami d’un novello Alloro ; Felice primavera Di bei pensier fiorisce nel mio core ; Mentr’io fuggia schernito ; Del secco incolto Lauro ; Cari, leggiadri, e amorosi augelli ; Amor, se, tua mercè, d’un secco Lauro ; D’un novo, e verde Lauro ; Come il Lauro non perde ; Amor, che vide un giorno ; Sovra le verdi chiome ; Quanto felici sete Leggiadretti pastori ; Lieto godea ; All’apparir della leggiadra figlia",,,"Phalèse, Pierre [printer] ; Beller, Jean [printer] ; Marenzio, Luca, Bianchi Cigni, e canori ; Porta, Costanzo ; Locatello, Giovanni Battista ; Macque, Giovanni de ; Monte, Philippe de, Verde Lauro è’l mio core ; Meldert, Leonardo, Cresci, bel, verde Alloro ; Bertani, Lelio, Giovinetta scorza ; Orlandini, Antonio ; Nanino, Giovanni Maria, Da i puri loro, e limpidi cristalli ; Wert, Giaches de, book 1, Ninfe leggiadre, e voi almi Pastori ; Stabile, Annibale ; Rovigo, Francesco ; Luzzaschi, Luzzasco ; Pratoneri, Gaspero ; Soriano, Francesco ; Peruve, Nicolas ; Giovannelli, Ruggiero ; Roy, Bartolomeo ; Vecchi, Orazio ; Trombetti, Ascanio ; Fiorini, Ippolito ; Virchi, Paolo ; Milleville, Alessandro ; Moscaglia, Giovanni Battista ; Isnardi, Paolo ; Corfini, Jacopo ; Cavaccio, Giovanni ; Mira, Leandro ; Bellasio, Paolo ; Ruotta, Andrea ; Nicoletti, Filippo ; Gabrieli, Giovanni ; Striggio, Alessandro",1591,Belgium,Antwerp,Pietro Phalesio & Giovanni Bellero,"Collection of madrigals in six parts (SATB56); last two works in eight parts ; With table of contents and introductory poem ; Title from the Canto part book title page ; Transcribed title page from the Canto part book: IL LAVRO VERDE / MADRIGALI A SEI VOCI, / COMPOSTI DI DIVERSI ECCEL- / LENTISSIMI MVSICI. / Aggiontoui di più doi Madrigali à Otto voci, l’uno d’Alessandro Striggio, & di Gio. Gabrieli. / CANTO. / IN ANVERSA. / Appresso Pietro Phalesio & Giouanni Bellero. / 1591 ; Full song texts for all madrigals given on the final two folios of the quinto part book ; Copy at A.277.c. Canto: 20 leaves ([1], 2-6, 6, 8-20 f.); Alto: 20 leaves ([1], 2-20 f.); Basso: 20 leaves ([1], 2-20 f.); Quinto: 20 leaves ([1], 2-18, [19-20] f.); paper dimensions: 164 x 213 mm","Bianchi Cigni, e canori (seconda parte: Alzate: oltra le stele; terza parte: Gvidate dolci, & amorosi balli. -- Terza parte) / Luca Marenzio -- Cresci pianta nouella / Costanzo Porta -- Già primauera di vari colori / Giouan Battista Lucatello -- Io vidi Amor con pargoletta, mano / Giouanni di Macque -- Verde Lauro è’l mio core / Filippo di Monte -- Cresci, bel, verde Alloro / Leonardo Meldert -- La giouinetta scorza / Lelio Bertani -- Chi vuol veder nel verde / Antonio Orlandini -- Da i puri loro, e limpi di cristalli / Gio. Maria Nanino -- Ninfe leggiadre, e voi almi Pastori / Giaches Vvert -- Verder Lauro ge[n]til gradito in Cielo / Annibal Stabile -- Liete le Muse à l’ombra / Francesco Rouigo -- Ecco il bel Lauro verde / Luzzasco Luzzaschi -- Dal mio Lauro nouello / Spirto da Reggio -- Da questo nouo Lauro Pre[n]do[n] le verdeggianti / Francesco Soriano -- Pianta gentil, che co’ bei rami ascendi / Nicoló Peruue -- Sparga[n] Flora, e Giuno[n] tra[n]quille / Ruggiero Giouanelli -- Verdi piaggi e, fiorite, Cui sempre intorno gira / Bartolomeo Roy -- Lascian le fresche linfe / Horatio Vecchi -- L’aura, che’l verde Lauro, e l’aurea spoglia / Ascanio Trombetti -- Tra verdi rami d’vn nouell’ Alloro / Hippolito Fiorino -- Felice primauera Di bei pe[n]sier fiorisce nel mio core / Paolo Virchi -- Mentr’io fuggia schernito / Alessandro Milleuille -- Del secco incolto Lauro / Gio. Battista Moscaglia -- Cari, leggiadr’ & amorosi augelli / Paolo Isnardi -- Amor, se tua mercè, d’vn secco Lauro / Iacopo Corfini -- D’vn uouo, e verde Lauro / Gioanni Cauaccio -- Come il Lauro no[n] perde / Leandro Mira -- Amor, che vid’vn giorno / Paulo Bellasio -- Soura le verdi chiome / Andrea Ruotta -- Qvanto felici sete Leggiadretti pastori / Filippo Nicoletti -- Lieto godea sedendo / Giouanne Gabrieli -- All’apparir della leggiadra figlia / Alessandro Striggio","Madrigals, Italian--16th century"
